stock_id,stock_name,date,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Note
6264,富裔,2010-07-23,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-07-26,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-07-27,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-07-28,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-07-29,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-07-30,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-02,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-03,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-04,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-05,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-06,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-09,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-10,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-11,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-12,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-13,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-16,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-17,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-18,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-19,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-20,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-23,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-24,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-25,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-26,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-27,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-30,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-08-31,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-01,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-02,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-03,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-06,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-07,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-08,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-09,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-10,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-13,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-14,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-15,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-16,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-17,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-20,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-21,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-23,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-24,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-27,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-28,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-29,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-09-30,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-01,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-04,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-05,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-06,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-07,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-08,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-11,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-12,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-13,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-14,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-15,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-18,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-19,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-20,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-21,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-22,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-25,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-26,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-27,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-28,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-10-29,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-01,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-02,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-03,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-04,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-05,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-08,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-09,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-10,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-11,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-12,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-15,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-16,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-17,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-18,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-19,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-22,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-23,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-24,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-25,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-26,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-29,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-11-30,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-01,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-02,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-03,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-06,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-07,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-08,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-09,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-10,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-13,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-14,0.0,0.0,14869.0,0.0,0.0,0.0,0.0,0.0,0.0,14869.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-15,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-16,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-17,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-20,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-21,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-22,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-23,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-24,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-27,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-28,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-29,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-30,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2010-12-31,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-03,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-04,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-05,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-06,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-07,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-10,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-11,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-12,0.0,0.0,14878.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-13,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-14,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-18,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-19,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-20,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-21,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-24,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-25,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-26,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-27,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-01-28,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-08,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-09,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-10,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-11,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-14,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-15,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-16,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-17,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-18,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-21,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-22,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-23,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2011-02-24,0.0,0.0,14882.0,0.0,0.0,0.0,0.0,0.0,0.0,14882.0,0.0,0.0,0.0,OX
6264,富裔,2013-04-25,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-04-26,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-04-29,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-04-30,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-02,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-03,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-06,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-07,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-08,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-09,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-10,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-13,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-14,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-15,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-16,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-17,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-20,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-21,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-22,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-23,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-24,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-27,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-28,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-29,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-30,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-05-31,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-06-03,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-06-04,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-06-05,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-06-06,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-07,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-10,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-11,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-13,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-14,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-17,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-18,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-19,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-20,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-21,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,1OX A
6264,富裔,2013-06-24,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-06-25,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-06-26,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-06-27,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-06-28,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-07-01,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
6264,富裔,2013-07-02,0.0,0.0,22392.0,0.0,0.0,0.0,0.0,0.0,0.0,22392.0,0.0,0.0,0.0,OX
